attrib_name	TCGA.2J.AAB1	TCGA.2J.AAB4	TCGA.2J.AAB6	TCGA.2J.AAB8	TCGA.2J.AAB9	TCGA.2J.AABA	TCGA.2J.AABE	TCGA.2J.AABF	TCGA.2J.AABH	TCGA.2J.AABI	TCGA.2J.AABK	TCGA.2J.AABO	TCGA.2J.AABP	TCGA.2J.AABR	TCGA.2J.AABT	TCGA.2J.AABU	TCGA.2J.AABV	TCGA.2L.AAQA	TCGA.2L.AAQE	TCGA.2L.AAQI	TCGA.2L.AAQJ	TCGA.2L.AAQL	TCGA.2L.AAQM	TCGA.3A.A9I5	TCGA.3A.A9I7	TCGA.3A.A9I9	TCGA.3A.A9IB	TCGA.3A.A9IC	TCGA.3A.A9IH	TCGA.3A.A9IJ	TCGA.3A.A9IL	TCGA.3A.A9IN	TCGA.3A.A9IO	TCGA.3A.A9IR	TCGA.3A.A9IS	TCGA.3A.A9IU	TCGA.3A.A9IV	TCGA.3A.A9IX	TCGA.3A.A9IZ	TCGA.3A.A9J0	TCGA.3E.AAAY	TCGA.3E.AAAZ	TCGA.F2.6879	TCGA.F2.6880	TCGA.F2.7273	TCGA.F2.7276	TCGA.F2.A44G	TCGA.F2.A44H	TCGA.F2.A7TX	TCGA.F2.A8YN	TCGA.FB.A4P5	TCGA.FB.A4P6	TCGA.FB.A545	TCGA.FB.A5VM	TCGA.FB.A78T	TCGA.FB.A7DR	TCGA.FB.AAPP	TCGA.FB.AAPQ	TCGA.FB.AAPS	TCGA.FB.AAPU	TCGA.FB.AAPY	TCGA.FB.AAPZ	TCGA.FB.AAQ0	TCGA.FB.AAQ1	TCGA.FB.AAQ2	TCGA.FB.AAQ3	TCGA.FB.AAQ6	TCGA.H6.8124	TCGA.H6.A45N	TCGA.H8.A6C1	TCGA.HV.A5A3	TCGA.HV.A5A4	TCGA.HV.A5A5	TCGA.HV.A5A6	TCGA.HV.A7OL	TCGA.HV.A7OP	TCGA.HV.AA8V	TCGA.HV.AA8X	TCGA.HZ.7289	TCGA.HZ.7918	TCGA.HZ.7919	TCGA.HZ.7920	TCGA.HZ.7922	TCGA.HZ.7923	TCGA.HZ.7924	TCGA.HZ.7925	TCGA.HZ.7926	TCGA.HZ.8001	TCGA.HZ.8002	TCGA.HZ.8003	TCGA.HZ.8005	TCGA.HZ.8315	TCGA.HZ.8317	TCGA.HZ.8519	TCGA.HZ.8636	TCGA.HZ.8637	TCGA.HZ.8638	TCGA.HZ.A49G	TCGA.HZ.A49H	TCGA.HZ.A49I	TCGA.HZ.A4BH	TCGA.HZ.A4BK	TCGA.HZ.A77O	TCGA.HZ.A77P	TCGA.HZ.A77Q	TCGA.HZ.A8P0	TCGA.HZ.A8P1	TCGA.HZ.A9TJ	TCGA.IB.7644	TCGA.IB.7645	TCGA.IB.7646	TCGA.IB.7647	TCGA.IB.7649	TCGA.IB.7651	TCGA.IB.7652	TCGA.IB.7654	TCGA.IB.7885	TCGA.IB.7886	TCGA.IB.7887	TCGA.IB.7888	TCGA.IB.7889	TCGA.IB.7890	TCGA.IB.7891	TCGA.IB.7893	TCGA.IB.7897	TCGA.IB.8126	TCGA.IB.8127	TCGA.IB.A5SO	TCGA.IB.A5SP	TCGA.IB.A5SQ	TCGA.IB.A5SS	TCGA.IB.A5ST	TCGA.IB.A6UF	TCGA.IB.A6UG	TCGA.IB.A7LX	TCGA.IB.A7M4	TCGA.IB.AAUM	TCGA.IB.AAUN	TCGA.IB.AAUO	TCGA.IB.AAUP	TCGA.IB.AAUQ	TCGA.IB.AAUR	TCGA.IB.AAUS	TCGA.IB.AAUT	TCGA.IB.AAUU	TCGA.IB.AAUV	TCGA.IB.AAUW	TCGA.L1.A7W4	TCGA.LB.A7SX	TCGA.LB.A8F3	TCGA.LB.A9Q5	TCGA.M8.A5N4	TCGA.OE.A75W	TCGA.PZ.A5RE	TCGA.Q3.A5QY	TCGA.Q3.AA2A	TCGA.RB.A7B8	TCGA.RB.AA9M	TCGA.RL.AAAS	TCGA.S4.A8RM	TCGA.S4.A8RO	TCGA.S4.A8RP	TCGA.US.A774	TCGA.US.A776	TCGA.US.A779	TCGA.US.A77E	TCGA.US.A77G	TCGA.US.A77J	TCGA.XD.AAUG	TCGA.XD.AAUH	TCGA.XD.AAUI	TCGA.XD.AAUL	TCGA.XN.A8T3	TCGA.XN.A8T5	TCGA.YB.A89D	TCGA.YH.A8SY	TCGA.YY.A8LH	TCGA.Z5.AAPL
hsa-mir-126	10.9061	10.3798	10.0307	10.5732	10.9653	9.9	9.5131	11.1709	10.8424	9.6902	11.1293	10.3184	11.9973	11.6791	10.6603	9.8807	10.6967	10.2533	9.6189	10.7993	9.834	10.5803	12.35	10.3782	11.1075	10.6784	11.2177	10.619	10.0622	11.1997	10.3552	11.9793	11.3256	10.823	10.821	9.8363	9.8325	11.9217	10.4323	9.6183	11.2254	10.4192	9.6767	9.9291	10.5219	9.838	10.1177	10.9972	10.9625	10.1999	11.5077	11.4894	11.3086	10.6996	8.9265	10.9788	9.9465	10.3239	10.4429	10.0446	10.3031	10.4222	9.4307	12.1523	11.4836	10.2632	10.0413	9.3833	10.9018	10.6566	8.9318	9.8995	10.9161	11.045	10.6577	9.8416	10.2153	9.8738	10.6657	10.3161	9.4393	11.1235	10.0243	10.0688	11.4033	10.2811	10.6975	10.759	10.8268	10.8965	8.9199	10.7618	12.2374	10.711	10.557	11.3894	11.8591	10.4715	12.2531	10.5786	11.2554	10.9864	10.353	11.1763	10.8414	10.7903	10.1306	10.3706	9.9047	11.0931	9.639	11.2076	10.0748	9.7513	10.5808	10.2223	11.4499	10.1162	9.4046	10.9156	10.215	9.2824	10.6301	9.407	10.9837	11.3903	9.2851	10.3442	10.2189	10.4684	9.7089	11.1046	9.738	10.6456	9.5042	10.4771	11.3917	10.9406	10.1341	10.7784	9.0805	11.67	11.3666	11.7383	10.3225	10.6865	11.3453	10.4166	10.5131	11.4781	11.0206	10.8971	10.0115	9.242	12.3856	9.9147	10.4001	11.1541	10.0646	10.4353	10.2386	10.3625	10.9658	10.1975	10.0282	10.5065	11.1566	11.0492	10.4961	11.3834	10.4736	9.9081	11.0007	10.7696	9.8039	9.6959	10.9139	13.0839
hsa-mir-1260	0	0	0	0	0	0	0	0	0.2928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1260b	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2026	0	0	0	0	0	0.2972	0.2609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1679	0	0.2816	0	0	0.1297	0.1962	0	0	0	0	0.2043	0	0	0	0.2016	0	0	0	0	0	0	0	0	0.2722	0	0	0	0	0	0.2983	0.082	0	0	0.2073	0.2247	0	0	0	0	0	0	0	0	0	0	0.299	0	0.2761	0	0	0	0	0	0.482	0	0	0.2618	0	0.0687	0.2143	0	0	0.2626	0	0	0	0.2121	0	0	0	0.2543	0	0	0	0	0	0	0.1986	0	0	0	0	0	0	0.3027	0	0	0	0	0	0	0	0	0	0.109	0	0	0	0	0	0	0	0	0.489	0	0.1905	0	0	0.2726	0	0	0	0	0	0
hsa-mir-1262	1.1227	0.958	1.5454	0.8353	0.2824	0.6567	0.9105	1.5417	1.5971	0	0.7704	0.8238	2.1083	0.7477	1.1067	0.5734	1.4804	0.932	1.3068	1.0673	1.2117	0.9698	0.6978	0.9115	0.8032	1.3334	0.2574	1.0484	0.1918	1.4551	0.2975	0.6364	0.8105	0.3683	0.5742	1.1765	0.4626	0.3485	1.1002	0.2609	1.3536	1.2663	1.0808	1.5856	0.5373	0.8661	0.8608	0.5922	0.9095	1.524	0	0.9978	1.3068	1.3473	0.9611	1.0324	0	0.5684	0.6918	1.3481	0.4261	0	0.6933	0	0.2816	0.573	0.3445	0.9566	1.3798	0.4582	1.401	0.956	0.4266	0.9357	0.4698	0.4308	0.7961	1.0356	0.7202	0	0.4588	0.6965	1.0848	1.143	2.1118	0.5936	1.1674	0.6865	1.2072	0.8248	1.0711	0.937	1.5045	0.4953	1.0138	0.5904	1.6616	1.0079	1.3763	1.4188	0.8116	1.482	1.585	1.1209	0.4141	0.2531	0.6062	0.9662	1.7237	1.0615	0.7074	0.3142	0.843	0.8386	1.5392	1.1072	1.131	1.0769	0.8512	0.9963	0.3739	0.7924	1.1899	0.3349	0.6898	1.1359	0.66	0.6975	1.5724	0.7079	0.5128	0.8512	0.21	0.6584	0.5099	0	0.5773	0.8353	1.109	0.3333	1.0236	0.5162	0.7657	0.793	0.9467	0.7039	1.2809	0	1.1551	0.838	1.0262	0.7254	1.1406	0.6145	0.7495	0.6856	0.5261	1.1738	1.3239	1.4712	0.2286	1.2154	0.8106	0.7895	1.3961	0.2381	0.2651	0.503	0.6459	0.4055	0.7604	0.6996	1.0308	0.8082	0.7909	1.0122	0.5457	1.7448
hsa-mir-1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1688	0	0	0.3526	0	0	0	0	0	0	0	0	0	0	0	0.2073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1579	0	0	0	0	0	0	0	0	0	0	0	0.1875	0	0	0	0	0	0	0
hsa-mir-1266	2.1803	2.9551	1.4217	1.8536	1.9299	1.9569	1.6376	2.6453	1.4856	0.9231	2.0621	4.1857	0.3274	2.5801	1.0347	2.7073	2.8611	2.4698	1.208	2.1892	2.5425	0.5649	1.6676	0.9115	1.1645	2.4751	2.0446	3.5463	2.5092	1.3693	1.9917	1.4132	2.9035	1.0128	3.5551	2.6917	1.0936	2.0019	4.2005	3.4477	1.3536	1.6819	3.8903	3.0365	2.4228	0.9799	3.1954	2.6029	3.6	2.0449	2.2587	1.9967	3.0221	1.8112	1.7801	1.2854	2.5645	2.4183	1.8743	3.5632	2.7742	1.8769	1.7942	2.7388	1.7531	3.0272	2.4102	2.8498	1.7358	2.8033	1.0183	2.5109	2.3092	4.0327	3.2431	1.9198	2.6217	3.0875	3.4211	2.0504	2.9867	1.242	4.7067	1.7206	3.4182	2.2935	2.9347	1.3924	1.7883	3.1857	1.4068	2.3549	2.98	0.9962	3.0539	3.2042	3.6365	3.4518	3.0603	3.2908	2.9628	3.1187	2.8074	1.5646	1.9972	2.7957	1.8526	1.7588	3.0248	2.7804	3.0307	3.6363	2.0618	2.4783	2.975	2.8899	2.7971	3.3981	1.562	2.3159	2.9912	1.6315	3.0086	2.7547	1.6994	2.9235	2.7156	2.1936	4.012	2.1648	3.491	2.1648	2.2513	2.6334	2.0387	2.2197	2.2297	3.0789	1.642	0.8315	1.0236	1.1957	0.7657	1.5625	3.26	0.7039	1.653	4.5636	4.0192	2.668	2.6284	2.7826	4.1097	3.9224	3.2329	2.1529	2.5993	1.5281	1.1087	1.9833	2.0914	3.7911	3.0942	3.3371	3.9715	3.1816	3.0464	0.8752	1.9873	2.5923	1.4876	3.0497	2.046	3.1817	1.5762	2.6052	2.4849	2.6076
hsa-mir-1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2043	0	0	0	0	0	0	0	0	0.2919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1269	0	0.3942	6.808	0.6067	0.2824	0.2536	0.2338	1.7609	0.2928	0	0.9124	0	8.9608	0	0.2747	0	0.9223	0.2951	0	0	0.2861	0.4	0.3907	0.2341	0.32	0.3258	0	0.3415	0.1918	2.2631	0	5.9962	8.6143	0.1958	1.1519	0.1164	4.0221	0.3485	0	0.2609	0.5305	0	0	0	0.5373	0	0	0	4.9478	0	0.9608	0.5835	0.3169	6.3656	0	0	1.7282	0.312	0.2691	0	0.7546	0	0	0.8566	0.5171	0	0.3445	0.5562	3.6943	0	0	0	0.4266	9.6005	0	0	0	0	8.435	0.478	0	0.3199	0	0.5688	0	0.2261	0	0	0	0	0	0.106	0	2.8368	1.2381	8.2298	0.5496	0.5903	0.7123	0.2741	0	0	0.2895	0	0	0.4683	0	0.5625	0	2.8253	0	0	1.2564	0	0	1.8848	0	0	0	0	0	0.4755	0.7143	0	0.4943	0.2626	1.4543	5.6426	0.2861	0	0.2791	4.9673	0	0.2543	0	1.0878	0	0	0.2544	1.7393	2.9883	0.2811	0	1.438	0.5497	0.7039	3.1246	7.604	0	0	0	0	2.9684	0	0	0.2664	0.2869	0.109	0	0.3734	0	0	0	3.5762	0	0	0	0	0.1905	0.217	0.5022	0.2726	0	0	0	0.8588	2.0767	6.4975
hsa-mir-127	10.6783	10.5984	10.5712	10.5104	10.2308	10.7853	10.5233	10.8852	10.5916	10.5236	11.171	10.7665	8.3009	10.8891	9.0938	10.1545	9.9818	9.9055	10.4762	10.7409	10.2266	10.1311	12.2183	10.5716	9.9042	9.5636	10.6484	10.3393	10.4783	14.4629	6.484	11.5887	7.2004	13.1727	10.4414	9.1382	12.7344	10.6628	10.3588	10.1853	10.4654	10.073	10.7083	9.2887	11.3049	10.9329	9.2482	9.7668	10.5589	9.7775	11.3135	10.9342	10.4215	10.5944	9.4711	9.8649	9.4172	10.5625	10.7813	10.4738	10.3142	9.1703	9.92	10.7111	11.4267	10.4361	9.574	10.833	11.2048	10.3754	9.5202	10.2843	11.0983	10.0242	9.8991	6.5849	10.4197	10.0647	12.8524	10.7034	10.1832	11.5455	10.7252	11.2333	10.3342	11.7109	12.0943	11.8113	11.1345	10.501	9.9484	10.7705	11.131	10.591	11.0854	11.3945	11.0605	10.5654	10.9995	10.4386	10.8799	9.7771	9.1123	9.7648	10.3836	9.8658	10.0748	9.7369	10.7563	10.9374	10.2136	10.9998	10.5073	10.0646	10.8345	10.8094	10.5626	10.6616	9.891	11.359	10.4049	11.1136	11.3071	11.3676	11.7609	11.4782	10.7266	10.6905	10.2646	10.4599	9.5913	10.3567	9.1726	9.4535	8.7582	9.7745	10.0663	10.1677	10.1041	10.7506	10.5432	10.8965	11.2737	9.9712	9.8278	11.6197	11.1055	10.0106	9.4988	10.1576	9.5235	9.8978	9.7116	9.7936	9.7772	9.7176	9.8945	11.2662	10.9149	9.5794	9.7523	9.8334	10.2361	9.1379	10.1294	9.9488	9.4063	10.6084	11.4764	11.6411	11.1053	9.5696	10.4239	11.1802	10.2601	10.5701	9.2279	8.6717
hsa-mir-1270-1	0.4184	0.958	0.3102	0.6067	0	0.4692	0.2338	0.5635	0.7443	0	1.0417	0.4699	2.1083	0.5387	0.1439	0.2174	0.5336	0.54	0.7269	0.6302	0.1501	0.4	1.166	0.2341	0	1.0096	1.3577	0.6174	0.5126	1.0761	1.101	1.1976	1.4901	0	0	0.2241	0	1.4001	0.2972	0	0.2895	0	0.92	0.4857	0.9279	0.5348	0.3471	0.8166	1.1184	1.1703	1.1263	0.5835	0.7965	1.1098	0.3454	0.4772	0.9011	1.2919	0.4959	0.7333	0.4261	0	0.4544	0.4909	0.2816	0.2173	0	0.4608	0.6624	0.4582	0.4959	0	1.2486	0.2043	0.4698	0.4308	0.3167	0.6781	0.7202	0.2587	0.6431	0.4567	0	0.4463	0.8723	0.4215	0.5012	0.2668	0.8624	1.109	0	0.2047	0.7561	0.2333	0.5942	0.8143	0.826	0.2247	1.187	0.5043	1.1754	0	0.9175	0.258	0	0.4683	0.8346	0.5625	1.3851	0.5209	0.5078	0.3142	0	0	1.3363	0.3294	0.994	0.7362	0	0.4833	0.5298	0.1971	1.0849	0.3349	0.8618	0.677	0.4309	0.2084	0.7294	0.7079	0.5128	1.2265	0.9562	0.9737	0.7711	2.46	1.6845	1.1219	0.2544	1.2012	0.3731	0.2811	0.907	0.5738	0	0.7039	0.7782	1.2635	0	0.3951	1.4477	0.4078	1.382	0.4373	1.4939	0.4912	0.7312	0.898	0.4297	0.5292	0.4258	0.2496	1.2138	2.8464	0.6888	0.4423	1.3861	0.2733	0.1905	0.217	0.5022	0.5019	1.1486	0	0.3928	0.8588	0.5457	1.3604
hsa-mir-1270-2	0.4184	0.5571	0.3102	0	0.2824	0	0	0.5635	0.2928	0	1.0417	0.1742	1.8268	0.5387	0.2747	0	0.5336	0.2951	0.4088	0.8652	0.7295	0.7128	1.166	0.7696	0.32	0.8156	0.4758	0.3415	0	1.0761	0.7545	0.6364	0.8105	0.3683	0	0.1164	0.1712	1.4001	0.5435	0.4817	0.5305	0.487	0.5321	0.4857	0	0.6074	0.3471	1.0108	0.3705	0	0.3064	0.8725	1.4433	1.5511	0.4914	0.4772	0.3664	0.5684	1.0183	0.2879	0.2287	0	0.1679	1.148	0	0.4061	0	0.4608	0.7894	0.4582	0.8643	0.2485	0.4266	0	0.4698	0	0.3167	0.926	1.1984	0.2587	1.4249	0.1688	1.0848	0.6818	0.3526	0.2261	1.0274	1.0113	0.8624	0	0.3508	0.6868	0.7561	0.3034	0.748	0.9145	0.2073	0.419	1.3763	0.7028	1.005	0	1.2224	0.4767	0.5837	0.2531	0.6062	0.9662	1.3851	0.2838	0	1.1482	1.1313	0.7054	1.223	0.7148	0.6736	0.9166	0.4272	0.6753	0.3739	0.4755	0.9716	0.8351	0	0.4846	0.7622	0.6975	1.2116	0.8414	0.8903	0.6192	1.1723	0.2543	0.1907	1.4267	0.9885	1.1219	0.4705	0.8315	0.1986	0.8956	0.433	0.5738	0.9467	0.5575	1.2809	1.1159	0.5761	0.3951	0	0	1.1406	1.0441	0.9322	0.4912	0.5261	0.8359	0.4297	0.5292	0.2286	0.4623	0.9579	2.4251	0.6888	0.7804	1.4934	1.0306	0.1905	0.4055	0.874	0.5019	0.7617	0.2482	0.7909	1.2772	0.3857	1.9043
hsa-mir-1271	2.01	2.0503	2.1237	1.4325	1.4486	1.2296	1.5536	1.7609	1.9729	2.0484	1.9998	1.8856	2.1911	1.9792	2.1907	1.9128	2.0472	1.8968	1.6457	2.0998	1.6752	2.1226	2.3342	1.6389	1.316	1.821	1.9011	1.5208	1.7116	3.0776	1.5019	2.2314	3.0938	1.207	3.2562	1.2291	1.0936	2.8647	1.613	1.1305	2.0395	1.6819	2.0435	1.7662	2.296	1.1353	1.9972	0.8166	1.862	1.524	2.1085	1.8042	1.8883	1.6431	1.5988	1.2854	0.6584	2.0491	1.7031	2.1806	1.4425	1.4171	2.3773	1.5978	1.9268	1.4793	1.0558	2.4635	1.6713	1.9965	1.7914	1.6173	1.9077	1.5743	2.6756	1.0313	2.4379	2.1538	2.7012	2.1173	0.9531	2.1214	2.1978	1.8712	2.5127	2.2935	2.2444	2.0169	2.2014	1.5501	2.1948	2.1718	3.0214	1.9513	3.394	2.0121	2.1375	1.6738	2.2721	1.4188	2.1776	1.725	1.9594	1.4658	1.8047	2.0243	2.1358	1.5397	2.7064	2.0157	0.8827	2.217	2.1928	2.4368	2.2085	2.0725	3.0251	0.9166	1.1034	2.1317	0.3739	2.364	2.6149	1.5005	2.0233	2.6299	2.1636	1.5947	1.5724	1.0763	1.4368	1.3829	1.9339	1.1088	1.7053	2.0339	2.0698	1.5658	2.0969	2.1303	1.2191	2.0794	1.5486	1.9747	1.7307	2.3018	1.653	1.6329	2.3005	1.9393	1.9124	2.1997	0.8505	1.7984	2.2119	2.2788	2.1763	2.1295	1.5112	1.6851	1.4419	1.2154	1.5285	1.2969	1.1531	1.8122	0.8535	1.8086	2.0866	2.3383	2.0191	2.3081	2.6757	1.4275	1.8087	1.8655	2.67	2.7821
hsa-mir-1274b	0.7423	1.2713	0.5653	0.6067	0.5184	0.8226	1.0396	1.7609	2.1295	0.9231	0.9124	1.8856	1.1851	2.7353	1.3034	0.7231	2.0472	0.7493	0.5766	0.3492	0.9088	1.0829	0.2085	0.6122	0.8032	1.1806	0.833	1.2236	1.189	0.5607	0.2975	0	0.5383	0	0.5742	0.5889	0.9123	1.6716	0.9374	1.8387	0.7369	0.6802	1.3568	2.6331	1.235	1.0853	0.6267	0.3263	1.6085	0.3925	1.751	1.4996	2.5026	1.5511	0.3454	1.1217	2.8799	1.4276	0.2691	0.9133	0.8945	1.3239	1.6313	1.148	1.1974	0.9821	1.2318	2.4387	4.138	0	0.6918	0.2485	1.9077	2.2177	0.8236	0.4308	1.7885	0.2016	4.4408	1.5675	1.0863	1.1643	1.4822	0.9758	1.5549	0.8862	3.7507	0.6865	1.1011	1.8874	1.4068	1.99	3.6419	0.4953	2.0206	2.0998	1.7961	1.886	1.8293	1.1733	0.3239	0.3291	1.2224	0.258	0.5837	0.2531	1.2052	0.5625	1.3851	0.5209	1.5353	0.9805	0.6738	1.8166	1.7983	1.2694	3.2523	1.7828	0.5454	1.58	1.1265	1.1185	2.8889	1.0323	0.2682	2.4831	0.7622	0.5521	0.7294	4.8516	1.0475	1.051	0.9562	1.2323	0.1907	0.3577	0.3173	0.4773	0.4705	1.0282	1.3913	1.6557	0.7657	1.438	0.9467	1.272	0.7782	1.2635	0	1.9974	2.0391	0.4078	0.264	0.6145	1.6058	0	0.9107	0.6318	0.1579	0.9155	0.5993	1.2154	1.0915	1.0654	0	0.9237	1.5932	1.0306	0.6459	0.9809	2.2471	1.0286	1.919	1.0885	0.3928	0.2671	0.2057	1.7448
hsa-mir-1275	0	0.2105	0	0	0	0.4692	0	0	0	0	0.2344	0.1742	0	0	0.1439	0	0.5336	0	0	0.3492	0.1501	0	0	0.2341	0.32	0	0	0.3415	0.5126	0.2121	0.6531	0	0.5383	0	1.678	0	0.3242	0	0.2972	0	0	0.264	0	0.4857	0.2022	0.1041	0.3471	0	0.3705	0	0	0	0.9874	0	0	0	0.6584	0	0	0.2879	0	0	0.1679	0	0.2816	0	0	0.4608	0	0.4582	0	0	0	0.2043	0.4698	0.4308	0.3167	0	0.4046	0.2587	0	0.1688	0.2919	0.1646	0.3526	0	0.2722	0	0	0.8248	0	0.2047	0	0.6104	0.4219	1.0081	0.5496	0	0.9691	0	0	0	0.2895	0.1347	0	0	0	0	0.299	0.9028	0.2761	0	0	0	0	0.1741	0	0	0	0	0	0.2572	0.4009	0	0	0.4846	0.301	0.2084	0.2861	0	0.5128	0.3425	0	0.2543	0	0	0	0	0	0	0	0	0	0	0	0	0.1928	0	0.5761	0.3951	0	0	0	0	0.2952	0	0	0.109	0	0	0	0	0	0	0.4936	0.2381	0	0	0	0.217	0	0	0	0	0	0	0.5457	0
hsa-mir-1276	0	0	0	0.335	0	0	0.2338	0	0.2928	0	0	0	0.5941	0	0.1439	0	0	0.54	0	0.6302	0.1501	0	0.2085	0	0	0.3258	0	0.3415	0	0.9635	0.1564	0.2446	0.2026	0.3683	0.3155	0.2241	0	0.3485	0.2972	0.2609	0.2895	0.264	0	0	0	0.1041	0.3471	0	0	0	0	0	0	0	0.183	0	0	0	0.2691	0.5277	0	0	0	0.4909	0.2816	0	0	0	0.3689	0	0	0.2485	0	0.2043	0.8236	0	0	0.3785	0.7202	0.2587	0.2476	0.1688	0.2919	0.1646	0.3526	0	0	0.6865	0	0	0	0	0	0.2333	0.2263	0.1717	0	0	0	0.2741	0	0.5968	0.2895	0	0	0	0	0	0	0	0	0	0	0	0.2517	0.1741	0.261	0	0.1569	0	0	0.0687	0	0	0	0	0.4309	0	0.5247	0	0	0	0	0	0.1907	0	0	0	0	0.3333	0.1986	0	0.433	0	0	0	0	0.3027	0	0	0	0.4078	0	0	0	0	0.2869	0.3051	0	0	0	0.2496	0	0	0	0.2381	0	0	0	0	0	0	0	0.2482	0	0.2671	0.2057	0
hsa-mir-1277	1.1227	1.6051	1.6593	1.2855	0.899	0	1.1581	1.7609	1.9729	1.6962	0.9124	0.3296	1.7193	1.7064	0.7941	0.5734	1.2282	1.6054	0.2188	0.8652	0.8219	1.3772	1.2627	1.0406	2.08	1.1806	1.1191	1.3798	0.3611	2.4419	1.7181	2.0502	1.9502	1.6694	1.4388	1.1765	1.2546	2.0019	1.1002	0.8423	0.5305	0.8505	0.5321	0.4857	1.0377	0.3776	1.8953	1.4732	0.665	1.524	0.559	0.4139	0.5766	0	0.7453	0.1772	2.4161	0.5684	0.6918	1.0732	1.3483	1.6652	1.3108	2.3373	1.8426	0.8582	0.8553	0.2487	0.3689	0	1.1575	1.3242	0.6003	1.4188	0.4698	1.2581	1.3061	1.1375	2.0831	1.3624	0.9531	0.5816	0.9237	0.3123	1.5549	0.4215	0	0	0.2186	2.28	0.3508	0.4658	0.9401	0.4953	0.748	1.6549	0.9466	0.5903	0.7123	0.7028	0.8116	1.1896	0.737	0.5748	0.7355	0.9699	1.0318	0.3085	1.252	0.2838	0.2761	0.7906	0	0.3954	1.8753	1.1072	1.4777	1.4726	0.6547	0.4833	0.3739	0.4755	1.2878	0.8351	0.2682	0.9986	0.66	1.062	1.3422	0.9636	0.2791	0.6192	0.5559	1.2323	1.353	0.8829	0.7975	0.8353	0.9738	1.0282	0.3731	0.8956	1.154	1.438	1.3913	0.8368	0.1928	1.1159	0.5761	0.9598	1.2523	2.1997	1.2663	0.9146	0.9322	1.01	0.2869	0.3051	0.1579	1.0243	1.4419	1.2154	0.6466	1.4963	0.6888	0.6213	2.6426	1.0306	0.7706	0.217	0.874	1.7173	1.5422	0.2482	0.7012	1.6012	1.5813	1.7448
hsa-mir-1278	0	0	0.5653	0	0	0	0	0	0	0.2916	0	0	0	0	0.1439	0	0	0.2951	0.2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312	0	0	0	0	0	0	0	0	0	0	0	0	0.2692	0	0	0	0	0	0	0	0	0.2587	0	0	0	0	0	0	0	0	0	0	0	0.106	0	0	0.2263	0.1717	0	0	0	0	0	0	0.2895	0	0	0.2531	0	0	0.299	0	0	0	0	0	0.2517	0	0	0	0	0	0	0	0	0	0	0.2626	0	0	0	0	0.2791	0	0	0	0.3591	0	0	0	0.2544	0	0	0	0	0	0	0	0	0	0.3166	0.211	0	0	0	0	0	0.2664	0	0	0	0.1987	0.2286	0	0	0	0	0	0	0	0	0.217	0	0.2726	0.2313	0	0	0	0	0
